tweet,cn,offensive,stance,informativeness,felicity,tweet_id
"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov", soros smirks contentedly,1,1,0,2,218
"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b""", b,2,2,0,1,778
"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge", midst,2,2,0,1,277
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population," Nevertheless, I think it's a good policy.",1,1,0,3,658
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home, if you hand them each a bill to pay the cost of how much these people take from the american taxpayer they would take down their signs and go home,1,1,0,2,136
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe," Those are facts, not policy.",1,1,0,3,257
this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca, s,2,2,0,1,183
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall, if muslims coming illegally across the southern border (fact) | Conclusion: hashtag buildthatwall hashtag votered hashtag buildthedamnwall (policy),1,1,0,1,598
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm, kern a refugeelover (fact),1,1,0,2,165
soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr, bathingpeople - bathing,2,2,0,1,130
"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """, mexico - hispanic,3,2,0,1,124
eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo," It's a policy, not a fact.",3,2,0,3,641
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u, a better life for them doesn't mean 1 4 u,1,1,0,2,5
@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user, rt @user sanctuary cities are against the law please shut them down & arrest/prosecution all criminal governors & mayors,1,1,0,2,389
""" apparently @user considered setting annual refugee admissions cap at 5 000 hashtag refugees if that low number was admitted it would blow to smithereens the budgets of nine federal resettlement contractors learn who the nine supposed charities are https://t co/4d0drr2zar https://t co/yqfsnzqyuu""", if that low number was admitted it would blow to smithereens,1,1,0,2,809
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user, if europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time,1,1,0,2,321
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," ahh, ok. I'm sorry.",2,2,0,3,47
turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s, turkish government - turkey,2,2,0,1,737
"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user", they block streets to pray,1,1,0,2,93
@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive, if he was detain and not given a bond,2,1,0,2,101
"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov"," a czech tourist notices something odd about these ""drowning refugees"" (fact)",1,1,0,2,218
"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b"""," Nevertheless, the policy of noamnesty is a policy.",2,2,0,1,778
"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge"," Nevertheless, it's a policy.",2,2,0,3,277
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population," I don't understand what you are trying to say. Besides, it's not true that Muslims are radicals. ",3,3,3,3,658
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home," I don't see how they would take the money from the American taxpayer. Besides, it is not true that they take it. ",3,3,3,3,136
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe, It's not true that all ms-13 gangsters are unaccompanied alien children. They are all criminals. ,2,2,0,3,257
this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca, I don't understand what you are trying to say. It's not true. ,3,3,1,3,183
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall, Why should we build a wall to prevent them from entering? I don't see any reason to do that. ,3,3,3,3,598
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm," I don't understand what you mean by ""puppets of the financial establishment"" ",2,2,0,3,165
soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr, I don't understand what you are trying to say. It's just a lie. ,3,3,1,3,130
"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """, Do you have any proof that hispanic immigrants have no right to a country? I don't think so ,3,3,2,3,124
eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo," I don't understand why the EU is a big spender of tax money. Besides, it is not true that other countries in Africa want money from the EU. ",3,3,3,3,641
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u, I don't think anyone trusts refugees a better life for them. It's just a lie. ,3,3,3,1,5
@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user, I don't understand why you would want to shut them down and arrest/prosecute all criminal governors and mayors. ,2,2,0,2,389
""" apparently @user considered setting annual refugee admissions cap at 5 000 hashtag refugees if that low number was admitted it would blow to smithereens the budgets of nine federal resettlement contractors learn who the nine supposed charities are https://t co/4d0drr2zar https://t co/yqfsnzqyuu"""," I don't think it's a bad idea, but it's not a good idea. ",2,2,0,1,809
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user," I don't understand why Europe is fed up with muslim immigration. Besides, it's not true that it's true. ",2,2,0,1,321
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk, I don't understand what you are trying to say. You are trying to make a xenophobe out of people who are not doctors. ,3,3,3,3,47
turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s," It is not true that Turkey will be a refugee storage in the near future, but it is a threat to our survival. ",1,1,0,3,737
"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user"," I don't understand what you are trying to say. Besides, it's not true. ",3,3,1,3,93
@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive, I don't think it's a good idea to fire judges who don't detain immigrants. It's just not fair. ,3,3,3,3,101
"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov"," I don't understand what you are trying to say. Besides, it's not true. ",3,3,1,3,218
"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b"""," It is not true that millions of people infiltrated our country, but it is true that many of them did. ",1,1,0,3,778
"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge", I don't understand what you are trying to say. It's just a lie. ,3,3,1,3,277
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't think India is reeling under a constant threat of Muslims radicals ,3,3,2,3,658
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home, I don't understand why you would bet that they would take down their signs and go home. ,3,3,2,3,136
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe, I don't understand how you can say that one-third of 214 arrested MS-13 gangsters were unaccompanied alien children. ,2,2,0,3,257
this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca," I don't understand why you would call them ""corrupt democrats"" and ""walkaway from lies"".... ",3,2,0,3,183
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall," I don't understand why Muslims are coming illegally across the border. Besides, they are not Muslims. ",2,2,0,1,598
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm," I don't understand what you mean by ""puppets"" ",2,2,0,3,165
soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr, I don't understand why they are going to walk through the bathing people. It's just a joke. ,2,2,0,3,130
"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """, Do you have any proof that hispanic immigrants have no right to a country? I don't think so. ,3,3,3,3,124
eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo, I don't understand why they want money from the EU. It's a waste of money. ,2,2,0,3,641
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u, I don't think anyone trusts any of them. It's just a lie. ,1,1,0,3,5
@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user, I don't understand why you would want to shut them down and arrest and prosecute all criminal governors and mayors. ,2,2,0,2,389
""" apparently @user considered setting annual refugee admissions cap at 5 000 hashtag refugees if that low number was admitted it would blow to smithereens the budgets of nine federal resettlement contractors learn who the nine supposed charities are https://t co/4d0drr2zar https://t co/yqfsnzqyuu""", I don't think that's what you are trying to do. It's just a lie. ,2,2,0,3,809
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user, Europe is fed up with muslim immigration. It is not true that it is true. ,2,2,0,1,321
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't understand what you mean by ""go crazy"" ",3,3,2,3,47
turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s," It is not true that Turkey will be a refugee storage in the near future, but that it is a threat to our survival. ",1,1,0,3,737
"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user"," I don't understand what you mean by ""blocking streets to pray"" ",3,2,0,3,93
@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive, I don't understand why you should fire judges who don't detain immigrants. It's a bad idea. ,3,3,3,3,101
"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov", I don't understand why they are a part of the paid filming crew. It's not their fault. ,3,3,0,1,218
"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b"""," It is not true that millions infiltrated our country, but it is true that many of them did. ",1,1,0,3,778
"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge"," I don't understand what you mean by ""stressing"" and ""no immigrants"" ",3,2,0,3,277
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, Why should we deport all of them? I don't understand why you should do that. ,3,3,3,3,658
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home, I don't understand why you would hand them each a bill to pay the cost of how much these people take from the American taxpayer. ,3,3,2,2,136
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe, It's not true that all gangsters are unaccompanied alien children. They are all criminals. ,2,2,0,3,257
this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca, I don't understand why you would want to build a dam wall. It's not a good idea. ,3,3,2,3,183
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall, I don't see the connection between Muslims coming illegally across the southern border and building a wall ,3,3,3,3,598
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm," I don't understand what you mean by ""pumpts of the financial establishment dream from a new Europe with many slaves"" ",2,2,0,3,165
soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr, I don't understand why they are going to stay away from spain bathbeaches. It's not like they are coming from other countries. ,2,2,0,3,130
"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """, Do you have any proof that hispanic immigrants have no right to a country? I don't think so. ,3,3,2,3,124
eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo," I don't understand why the EU is a big spender of tax money. Besides, it is not true that other countries in Africa want money from the EU. ",3,3,3,3,641
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u, I don't think anyone trusts any refugees unless they have a better life. ,2,2,0,3,5
@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user, I don't understand why you would want to shut them down and arrest and prosecute all criminal governors and mayors. ,2,3,2,2,389
""" apparently @user considered setting annual refugee admissions cap at 5 000 hashtag refugees if that low number was admitted it would blow to smithereens the budgets of nine federal resettlement contractors learn who the nine supposed charities are https://t co/4d0drr2zar https://t co/yqfsnzqyuu""", I don't think it's a good idea to set a cap on the number of refugees. It's just a bad idea. ,3,3,3,3,809
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user," Europe is fed up with muslim immigration, and that's not true. It doesn't matter if it's Muslim or not. ",2,2,0,3,321
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk, I don't see the connection between immigration and a disease. It's just a xenophobia ,3,3,3,3,47
turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s, It is not true that Turkey will be a refugee storage in the near future and this is a big threat for our survival. ,3,3,2,3,737
"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user"," I don't understand what you mean by ""blocking streets to pray"" ",2,2,0,3,93
@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive, I don't think it's time to start firing judges who don't detain immigrants. It's just a bad idea. ,3,3,2,3,101
"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov"," I don't see the connection between ""drowning refugees"" and the fact that they are part of the paid ""fake news filming crew"" ",3,3,2,3,218
"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b"""," It is not true that millions infiltrated our country, but it is true that they did. ",2,2,0,1,778
"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge", I don't see how they can maintain the status quo if they don't need assistance. ,2,2,0,3,277
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't understand why you should deport all of them. They are not radicals. ,3,3,3,3,658
for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home, I don't think you're making it up. You're just trying to make it up. ,2,2,0,1,136
one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe, I don't understand how you can say that one-third of 214 arrested MS-13 gangsters were unaccompanied alien children. ,3,3,2,3,257
this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca," I don't understand why you call them ""corrupt democrats"" and ""walkaway from lies"".... ",3,3,3,3,183
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall, Why should we build a wall to prevent Muslims from entering? ,3,3,3,3,598
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm," I don't understand what you mean by ""pumpty"" ",2,2,0,3,165
soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr, I don't understand why they are walking through the bathingpeople. It's just a joke. ,2,2,0,3,130
"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """, Do you have any proof that hispanic immigrants have no right to a country? I don't think so. ,3,3,3,3,124
eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo," I don't understand why the EU is a big spender of tax money. Besides, it is not true that other countries in Africa want money from the EU like Libya or Sudan. ",3,3,2,3,641
the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u, I don't think anyone trusts any of them. It's not true. ,1,1,0,3,5
@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user, I don't understand why you would want to shut them down and arrest/prosecute all criminal governors and mayors. ,2,3,2,2,389
""" apparently @user considered setting annual refugee admissions cap at 5 000 hashtag refugees if that low number was admitted it would blow to smithereens the budgets of nine federal resettlement contractors learn who the nine supposed charities are https://t co/4d0drr2zar https://t co/yqfsnzqyuu"""," I don't understand why you would want to limit the number of refugees. Besides, it's a waste of money. ",3,3,3,3,809
europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user," I don't understand why Europe is fed up with muslim immigration. Besides, it's not true that Muslims are Muslims. ",2,2,0,1,321
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't understand why they are so crazy. They are not doctors, they are nurses. ",2,2,0,3,47
turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s," It is not true that Turkey will be a refugee storage in the near future, but that it is a threat to our survival. ",2,2,0,2,737
"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user"," I don't understand what you mean by ""blocking streets to pray"" ",2,2,0,3,93
@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive, I don't think it's a good idea to fire judges who don't detain immigrants. It's just not right. ,3,3,3,3,101
"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov"," I don't understand why they are ""drowning"" refugees. It's not true that they are Muslims. ",2,2,0,3,218
"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b"""," It is not true that millions infiltrated our country, but it is true that many of them did. ",1,1,0,3,778
"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge", I don't understand why they are being cut. It's not like they are able to maintain status quo. ,2,2,0,3,277
@user stands up for real canadians while comrade @user allows millions of illegals stream across our undefended border https://t co/b7itg6yahz hashtag cdnpoli hashtag cpc hashtag lpc hashtag nomore refugees hashtag refugees hashtag onpoli hashtag abpoli hashtag ableg hashtag ucp hashtag pcpo hashtag fordnation, I don't think it's a good idea to allow immigrants to stream across our undefended border. It's just a bad idea. ,1,1,0,3,630
illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user," I don't think that's the right thing to do. It's not the right to free education, it's the wrong thing to do... ",3,2,0,1,359
hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo, I don't think that the policies of the democrats are the same as the ones of hispanics. It's just that they don't have the money to pay for it. ,3,2,0,3,255
this would be amusing if it didnt empower our enemies libprog cucks out to little brown people (whom of course are majorities in their own countries ) hashtag whitegenocide hashtag stoptheinvasion https://t co/gjvyjoslh3, I don't think it would be amusing if it didn't empower our enemies Libprog cucks out to little brown people (whom of course are majorities in their own countries ,2,2,0,2,356
canada is an immigrant country dont change it to refugee country please,"Honestly, I don't understand why you would want to change it to a refugee country. I'm not sure if that's the right thing to do. ",1,1,0,3,628
@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne, I don't think it's a good idea to deport people from the 3rd world. It's just not fair. ,3,3,3,3,13
immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't think it's a bad idea, but it's not a good idea. If you want to be a doctor, you have to be trained and educated. ",2,2,0,3,47
"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga",<extra_id_48> I don't think that hate speech is a tool to hide us mass immigration to conquer the west. It's a tool that hides us mass immigration. ,2,2,0,1,302
this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover, I don't understand why you would want to deport people who come here seeking a better life. It's just a bad idea. ,3,3,3,3,314
"@user hello?? stop groping my nation schneider: current migrant crisis "" represents a plan orchestrated and prepared for a long time by international powers to radically alter christian and national identity of european peoples "" http"," I don't think it's a plan, it's not a plan. It's just a plan to change people's identity. ",2,2,0,1,122
@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't think it's a good idea to deport all illegal immigrants. It's just a bad idea. ,3,3,1,3,658
today in tallin: puppets of the financial establishment dream from a new europe with many slaves macron a wordmouth and kern a refugeelover https://t co/yfkd6dsjfm, I don't think that the puppets of the financial establishment dream from a new europe with many slaves. They are just puppets. ,3,3,3,3,165
rich african countries dont take in african migrants rich muslim countries dont take in muslim migrants rich latin american countries dont take it latin migrants but white countries are suppose to accept them ??,"Unless you're a racist, you're not a racist. You're just a racist xenophobous who don't accept immigrants. ",2,2,0,1,4
watch what happens next muslim migrant challenges welfare worker and t https://t co/6xotv681pq via @user thats exactly what we must do," I don't think it's the right thing to do, but it's not what we need to do.  ",3,3,2,1,234
black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55, I don't understand why they are against the pope. He is a racist and a hypocrite. ,2,2,0,3,144
hashtag deportillegalaliens sanctuary cities government aid ( taxpayer $$$ ) for illegals no excuses hashtag buildthatwall hashtag buildthatdamnwall, I don't think it's a good idea to build a wall. It's just a bad idea. ,3,3,3,3,83
frontex ships ngo ships and criminal elements transport refugees from africa to europe they all have a good buisness because only few goverments of europe will and are able to ban refugees from their territory there isnt a wil l https://t co/cv3s2btoxj, I don't think that there is a wil l in Europe. It's not a good thing. ,2,2,0,1,402
@user @user muslims coming illegally across the southern border hashtag maga hashtag kag hashtag buildthatwall hashtag votered hashtag buildthedamnwall," I don't think it's a good idea to build a wall, because it's not a good way to protect people from immigration. ",2,2,0,3,598
@user anti american illegal immigrant uprising in california gets exceedingly worse for american citizens who are now in grave danger they are in a state of emergency https://t co/vhh7jstfhf," I don't think it's a state of emergency, it's just a riot. ",3,3,3,3,534
@user will islam ever be at peace with its self as it goes to war with itsel f no wonder uk people do not accept its refugees, Why do you think it's a good idea to go to war with a country that doesn't accept refugees? I don't understand. ,2,2,0,1,539
@user stands up for real canadians while comrade @user allows millions of illegals stream across our undefended border https://t co/b7itg6yahz hashtag cdnpoli hashtag cpc hashtag lpc hashtag nomore refugees hashtag refugees hashtag onpoli hashtag abpoli hashtag ableg hashtag ucp hashtag pcpo hashtag fordnation, I don't understand why you would want to allow millions of illegals to stream across our undefended border. It's a joke. ,1,1,0,3,630
