,tweet,cn,offensive,stance,informativeness,felicity,tweet_id
136,"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge"," Nevertheless, it's a policy.",2,2,0,3,277
137,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population," I don't understand what you are trying to say. Besides, it's not true that Muslims are radicals. ",3,3,3,3,658
138,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home," I don't see how they would take the money from the American taxpayer. Besides, it is not true that they take it. ",3,3,3,3,136
139,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe, It's not true that all ms-13 gangsters are unaccompanied alien children. They are all criminals. ,2,2,0,3,257
140,this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca, I don't understand what you are trying to say. It's not true. ,3,3,1,3,183
141,soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr, I don't understand what you are trying to say. It's just a lie. ,3,3,1,3,130
142,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """, Do you have any proof that hispanic immigrants have no right to a country? I don't think so ,3,3,2,3,124
143,eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo," I don't understand why the EU is a big spender of tax money. Besides, it is not true that other countries in Africa want money from the EU. ",3,3,3,3,641
144,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u, I don't think anyone trusts refugees a better life for them. It's just a lie. ,3,3,3,1,5
145,@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user, I don't understand why you would want to shut them down and arrest/prosecute all criminal governors and mayors. ,2,2,0,2,389
146,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user," I don't understand why Europe is fed up with muslim immigration. Besides, it's not true that it's true. ",2,2,0,1,321
147,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk, I don't understand what you are trying to say. You are trying to make a xenophobe out of people who are not doctors. ,3,3,3,3,47
148,turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s," It is not true that Turkey will be a refugee storage in the near future, but it is a threat to our survival. ",1,1,0,3,737
149,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user"," I don't understand what you are trying to say. Besides, it's not true. ",3,3,1,3,93
150,@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive, I don't think it's a good idea to fire judges who don't detain immigrants. It's just not fair. ,3,3,3,3,101
151,"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov"," I don't understand what you are trying to say. Besides, it's not true. ",3,3,1,3,218
152,"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b"""," It is not true that millions of people infiltrated our country, but it is true that many of them did. ",1,1,0,3,778
153,"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge", I don't understand what you are trying to say. It's just a lie. ,3,3,1,3,277
154,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't think India is reeling under a constant threat of Muslims radicals ,3,3,2,3,658
155,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home, I don't understand why you would bet that they would take down their signs and go home. ,3,3,2,3,136
156,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe, I don't understand how you can say that one-third of 214 arrested MS-13 gangsters were unaccompanied alien children. ,2,2,0,3,257
157,this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca," I don't understand why you would call them ""corrupt democrats"" and ""walkaway from lies"".... ",3,2,0,3,183
158,soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr, I don't understand why they are going to walk through the bathing people. It's just a joke. ,2,2,0,3,130
159,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """, Do you have any proof that hispanic immigrants have no right to a country? I don't think so. ,3,3,3,3,124
160,eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo, I don't understand why they want money from the EU. It's a waste of money. ,2,2,0,3,641
161,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u, I don't think anyone trusts any of them. It's just a lie. ,1,1,0,3,5
162,@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user, I don't understand why you would want to shut them down and arrest and prosecute all criminal governors and mayors. ,2,2,0,2,389
163,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user, Europe is fed up with muslim immigration. It is not true that it is true. ,2,2,0,1,321
164,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't understand what you mean by ""go crazy"" ",3,3,2,3,47
165,turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s," It is not true that Turkey will be a refugee storage in the near future, but that it is a threat to our survival. ",1,1,0,3,737
166,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user"," I don't understand what you mean by ""blocking streets to pray"" ",3,2,0,3,93
167,@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive, I don't understand why you should fire judges who don't detain immigrants. It's a bad idea. ,3,3,3,3,101
168,"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov", I don't understand why they are a part of the paid filming crew. It's not their fault. ,3,3,0,1,218
169,"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b"""," It is not true that millions infiltrated our country, but it is true that many of them did. ",1,1,0,3,778
170,"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge"," I don't understand what you mean by ""stressing"" and ""no immigrants"" ",3,2,0,3,277
171,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, Why should we deport all of them? I don't understand why you should do that. ,3,3,3,3,658
172,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home, I don't understand why you would hand them each a bill to pay the cost of how much these people take from the American taxpayer. ,3,3,2,2,136
173,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe, It's not true that all gangsters are unaccompanied alien children. They are all criminals. ,2,2,0,3,257
174,this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca, I don't understand why you would want to build a dam wall. It's not a good idea. ,3,3,2,3,183
175,soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr, I don't understand why they are going to stay away from spain bathbeaches. It's not like they are coming from other countries. ,2,2,0,3,130
176,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """, Do you have any proof that hispanic immigrants have no right to a country? I don't think so. ,3,3,2,3,124
177,eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo," I don't understand why the EU is a big spender of tax money. Besides, it is not true that other countries in Africa want money from the EU. ",3,3,3,3,641
178,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u, I don't think anyone trusts any refugees unless they have a better life. ,2,2,0,3,5
179,@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user, I don't understand why you would want to shut them down and arrest and prosecute all criminal governors and mayors. ,2,3,2,2,389
180,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user," Europe is fed up with muslim immigration, and that's not true. It doesn't matter if it's Muslim or not. ",2,2,0,3,321
181,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk, I don't see the connection between immigration and a disease. It's just a xenophobia ,3,3,3,3,47
182,turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s, It is not true that Turkey will be a refugee storage in the near future and this is a big threat for our survival. ,3,3,2,3,737
183,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user"," I don't understand what you mean by ""blocking streets to pray"" ",2,2,0,3,93
184,@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive, I don't think it's time to start firing judges who don't detain immigrants. It's just a bad idea. ,3,3,2,3,101
185,"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov"," I don't see the connection between ""drowning refugees"" and the fact that they are part of the paid ""fake news filming crew"" ",3,3,2,3,218
186,"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b"""," It is not true that millions infiltrated our country, but it is true that they did. ",2,2,0,1,778
187,"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge", I don't see how they can maintain the status quo if they don't need assistance. ,2,2,0,3,277
188,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't understand why you should deport all of them. They are not radicals. ,3,3,3,3,658
189,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home, I don't think you're making it up. You're just trying to make it up. ,2,2,0,1,136
190,one-third of 214 arrested ms-13 gangsters were unaccompanied alien children - breitbart hashtag enddaca hashtag noamnesty hashtag buildthewall hashtag protectamerica hashtag enforceuslaws hashtag keepamericanssafe, I don't understand how you can say that one-third of 214 arrested MS-13 gangsters were unaccompanied alien children. ,3,3,2,3,257
191,this should make every american called senatorstell them build the dam wallno chain migration/visa lottery & no amnesty corrupt democrats cant winwith hard working american s because they are hashtag walkaway from lies hashtag maga hashtag nodaca," I don't understand why you call them ""corrupt democrats"" and ""walkaway from lies"".... ",3,3,3,3,183
192,soon turists will stay away from spain bathbeaches today new refugees come to spain from maroco and escaped without registration and walk through the bathingpeople 1600 come last days https://t co/3v3zt9ndpr, I don't understand why they are walking through the bathingpeople. It's just a joke. ,2,2,0,3,130
193,"@user dogs in america or dogs in mexico ?? a mexican asked me whether i was saying that hispanic immigrants had no right to a country meaning ours i replied ""immigrants have a country or they wouldnt be immigrants """, Do you have any proof that hispanic immigrants have no right to a country? I don't think so. ,3,3,3,3,124
194,eu is a big spender of taxmoney turkey gets again many â‚¬ for keeping the refugees away from europe of course also other countries in africa want now money from the eu like libya sudan aso the only help would be now concentrationcamps hopefully without food and water https://t co/y8gujkv6qo," I don't understand why the EU is a big spender of tax money. Besides, it is not true that other countries in Africa want money from the EU like Libya or Sudan. ",3,3,2,3,641
195,the real truth is after cologne and in the nordic countries and others no one trusts any refugees a better life for them doesnt mean 1 4 u, I don't think anyone trusts any of them. It's not true. ,1,1,0,3,5
196,@user rt @user sanctuary cities are against the law please shut them down & arrest/prosecute all criminal governors & mayors hashtag usa hashtag americans hashtag america hashtag constitution hashtag end sanctuary cities hashtag enddaca hashtag americafirst hashtag maga hashtag congress @user @user, I don't understand why you would want to shut them down and arrest/prosecute all criminal governors and mayors. ,2,3,2,2,389
197,europe is fed up with muslim immigration - new eu deal to stop the madness - free speech time - https://t co/blr3iqoxdl @user," I don't understand why Europe is fed up with muslim immigration. Besides, it's not true that Muslims are Muslims. ",2,2,0,1,321
198,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't understand why they are so crazy. They are not doctors, they are nurses. ",2,2,0,3,47
199,turkish government must immediately take precautions to protect its borders and find solution for the trouble in syria or else turkey will be a refugee storage in the near future and this is a big threat for our survival hashtag nomore refugee s," It is not true that Turkey will be a refugee storage in the near future, but that it is a threat to our survival. ",2,2,0,2,737
200,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user"," I don't understand what you mean by ""blocking streets to pray"" ",2,2,0,3,93
201,@user time to start firing judges who dont detain immigrants so @user can deport if he was detain and not given a bond that citizen would be alive, I don't think it's a good idea to fire judges who don't detain immigrants. It's just not right. ,3,3,3,3,101
202,"hashtag fakenews production gee they should trademark it a czech tourist notices something odd about these ""drowning refugees"" - they r part of the paid hashtag fakenews filming crew oh the poor hashtag muslims @user @user coproduction hashtag soros smirks contentedly https://t co/lf4qekayov"," I don't understand why they are ""drowning"" refugees. It's not true that they are Muslims. ",2,2,0,3,218
203,"""@user @user @user @user @user @user theyve spread to every corner of our country apparently millions (who knows how many really) but millions infiltrated us they must go too all of them hashtag noamnesty hashtag nodaca hashtag b"""," It is not true that millions infiltrated our country, but it is true that many of them did. ",1,1,0,3,778
204,"@user @user americas public assistance medicare medicaid ss et al are strained and americans ""benefits"" are being cut not even able to maintain status quo no immigrants should be granted entry that need assistance hashtag nodaca hashtag norefuge", I don't understand why they are being cut. It's not like they are able to maintain status quo. ,2,2,0,3,277
205,@user stands up for real canadians while comrade @user allows millions of illegals stream across our undefended border https://t co/b7itg6yahz hashtag cdnpoli hashtag cpc hashtag lpc hashtag nomore refugees hashtag refugees hashtag onpoli hashtag abpoli hashtag ableg hashtag ucp hashtag pcpo hashtag fordnation, I don't think it's a good idea to allow immigrants to stream across our undefended border. It's just a bad idea. ,1,1,0,3,630
206,illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user," I don't think that's the right thing to do. It's not the right to free education, it's the wrong thing to do... ",3,2,0,1,359
207,hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo, I don't think that the policies of the democrats are the same as the ones of hispanics. It's just that they don't have the money to pay for it. ,3,2,0,3,255
208,this would be amusing if it didnt empower our enemies libprog cucks out to little brown people (whom of course are majorities in their own countries ) hashtag whitegenocide hashtag stoptheinvasion https://t co/gjvyjoslh3, I don't think it would be amusing if it didn't empower our enemies Libprog cucks out to little brown people (whom of course are majorities in their own countries ,2,2,0,2,356
209,canada is an immigrant country dont change it to refugee country please,"Honestly, I don't understand why you would want to change it to a refugee country. I'm not sure if that's the right thing to do. ",1,1,0,3,628
210,@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne, I don't think it's a good idea to deport people from the 3rd world. It's just not fair. ,3,3,3,3,13
211,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk," I don't think it's a bad idea, but it's not a good idea. If you want to be a doctor, you have to be trained and educated. ",2,2,0,3,47
212,"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga",<extra_id_48> I don't think that hate speech is a tool to hide us mass immigration to conquer the west. It's a tool that hides us mass immigration. ,2,2,0,1,302
213,this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover, I don't understand why you would want to deport people who come here seeking a better life. It's just a bad idea. ,3,3,3,3,314
214,"@user hello?? stop groping my nation schneider: current migrant crisis "" represents a plan orchestrated and prepared for a long time by international powers to radically alter christian and national identity of european peoples "" http"," I don't think it's a plan, it's not a plan. It's just a plan to change people's identity. ",2,2,0,1,122
215,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't think it's a good idea to deport all illegal immigrants. It's just a bad idea. ,3,3,1,3,658
216,rich african countries dont take in african migrants rich muslim countries dont take in muslim migrants rich latin american countries dont take it latin migrants but white countries are suppose to accept them ??,"Unless you're a racist, you're not a racist. You're just a racist xenophobous who don't accept immigrants. ",2,2,0,1,4
217,black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55, I don't understand why they are against the pope. He is a racist and a hypocrite. ,2,2,0,3,144
218,hashtag deportillegalaliens sanctuary cities government aid ( taxpayer $$$ ) for illegals no excuses hashtag buildthatwall hashtag buildthatdamnwall, I don't think it's a good idea to build a wall. It's just a bad idea. ,3,3,3,3,83
219,frontex ships ngo ships and criminal elements transport refugees from africa to europe they all have a good buisness because only few goverments of europe will and are able to ban refugees from their territory there isnt a wil l https://t co/cv3s2btoxj, I don't think that there is a wil l in Europe. It's not a good thing. ,2,2,0,1,402
220,@user stands up for real canadians while comrade @user allows millions of illegals stream across our undefended border https://t co/b7itg6yahz hashtag cdnpoli hashtag cpc hashtag lpc hashtag nomore refugees hashtag refugees hashtag onpoli hashtag abpoli hashtag ableg hashtag ucp hashtag pcpo hashtag fordnation, I don't understand why you would want to allow millions of illegals to stream across our undefended border. It's a joke. ,1,1,0,3,630
221,illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user, I don't think you should reward illegals for their right to free education. You are a racist. ,2,2,0,3,359
222,hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo," I don't see how you can make a difference if you don't support the policies of the democrats. You are a socialist, not a racist. ",2,2,0,3,255
223,this would be amusing if it didnt empower our enemies libprog cucks out to little brown people (whom of course are majorities in their own countries ) hashtag whitegenocide hashtag stoptheinvasion https://t co/gjvyjoslh3, I don't think it's amusing that our enemies are libprog cucks out to minorities in their own countries. It's a joke. ,3,3,2,2,356
224,canada is an immigrant country dont change it to refugee country please," I don't understand why you would change it to a refugee country. It's not a country, it's a country. ",2,2,0,1,628
225,@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne, I don't think it's a good idea to deport people who don't want to be robbed by the 3rd world nation. It's just not fair. ,2,2,0,1,13
226,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk, I don't think it's a bad idea to discriminate against people from outside the country. It's just not fair. ,1,1,0,3,47
227,"banning "" hate speech "" is directly proportional to crime rise in germany by sharia enablers "" hate speech "" is a tool to hide uns mass immigration to conquer the west hashtag unitedagainstsharia https://t co/fxddkyzdga", I don't think it's true that hate speech is a tool to hide mass immigration to conquer the west. It's just that it's not true. ,3,3,3,3,302
228,this should be every country they come here seeking asylum better life then become a burden to our financials system and criminal system why do we allow this hashtag deport them all no respect for hashtag america @user hashtag buildthatwall hashtag maga hashtag patriotsunited hashtag apologytourisover, I don't understand why they should be deported. They are a burden to our financial system and criminal system. ,2,2,0,1,314
229,"@user hello?? stop groping my nation schneider: current migrant crisis "" represents a plan orchestrated and prepared for a long time by international powers to radically alter christian and national identity of european peoples "" http"," I don't understand why you are groping your nation. It's not a problem, it's just that you don't like it. ",3,3,3,3,122
230,@user must deport all illegal migrants india already reeling under constant threat of muslim radicals curb population, I don't think it's a good idea to deport all illegal immigrants. It's not a good policy. ,3,3,3,3,658
231,rich african countries dont take in african migrants rich muslim countries dont take in muslim migrants rich latin american countries dont take it latin migrants but white countries are suppose to accept them ??," I don't understand why you are saying that if you are a muslim or a latin american, you are not going to accept them. ",3,2,0,3,4
232,black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55," I don't understand why they are against the pope. He is a good pope, but he is a bad pope. ",3,2,0,1,144
233,hashtag deportillegalaliens sanctuary cities government aid ( taxpayer $$$ ) for illegals no excuses hashtag buildthatwall hashtag buildthatdamnwall, I don't think it's a good idea to build a wall because it's going to make life difficult for all of us. It's just a bad idea. ,3,3,3,3,83
234,frontex ships ngo ships and criminal elements transport refugees from africa to europe they all have a good buisness because only few goverments of europe will and are able to ban refugees from their territory there isnt a wil l https://t co/cv3s2btoxj, I don't understand why they are able to ban refugees from their territory. It's just a matter of time. ,3,3,3,3,402
235,black catolic bishops are against their pope franciscus they dont want to loose their sheep which like to go to europe as refugees in the meantime hypocrises franciscus pray and dont open the st petersdom for refugees to stay https://t co/vxiffbao55,<extra_id_20> I don't think they want to loose their sheep which like to go to Europe as refugees in the meantime hypocrises franciscus pray and don't open the St Peterdom for refugees to stay,1,1,0,2,144
236,100 bangladeshi nationals apprehended near texas border in 3 weeks via @user hashtag noamnesty hashtag deport illegals hashtag buildthatwall hashtag trump hashtag maga hashtag masa,"<extra_id_20> I don't think they are deporting people. They are just trying to make a living. I think they are trying to make some money. I think it's not fair to call them illegals. I mean, they aren't. They are not criminals, they are just criminals. I'm not sure if that's true or not, but it's just not true.",2,2,0,1,40
237,caucasians not welcome in europe nwo intentions are to eradicate all traces of white skinned people known as the kalergi white genocide plan this is why these only so called refugees allowed to settle in europe are all dark skinned no white skinned https://t co/tupgwexmtx,"<extra_id_20> I don't think that white skinned people are a white genocide. They are just a bunch of people who are not white. I think that's why they are not welcome in Europe. I'm not sure if that's true or not, but it's not true.",2,2,0,1,100
238,meanwhile in europe nobody speaks the truth that all of the potential millions of migrants and refugees can not be taken into the euro zone former colonial powers like france &amp britain are not without guilt in the creation of the mess that is most of the african continent today,"<extra_id_20> I don't think that's true, but it's not true. I'm not sure if it's true or not, but I'm sure that's not the case.",3,2,0,1,469
239,immigration gone crazy 100 trainee doctors from abroad what about nurse practitioners who are their equivalent get pain peanuts and are trained and come from the uk,"<extra_id_20> I don't know how many nurses are trained and come from the UK, but I'm not sure how many are. I'm just not sure if it's true.",3,2,0,1,47
240,illegals do not have constitutional rights per hashtag scotus therfeore no right to free education on u s taxpayers back stop rewarding illegals hashtag sendthemhome trump maga hashtag rednationrising hashtag sundaymorning https://t co/ewb4mu2frj via @user,"<extra_id_25> I don't think they have the right to free education. They have no right to it. It's just that they don't have that right. They don't even have that right to education. I think that's what makes them so hateful. I'm not sure if that's true or not, but it's not true.",1,1,0,1,359
241,many lice you will find in viennese schools some refugees has brought us this as gift to rescue it will cost 30 â‚¬ a person https://t co/uav43bylfb,"<extra_id_20> I don't know how many refugees are there, but I'm not sure how many of them are. I'm just not sure.",2,2,0,1,14
242,hispanics are the hardest hit by illegal immigration it impacts their wages jobs and communites as well as african americans hashtag walkaway hashtag walkawayfromdemocrats socialist pro illegal immigration policies @user hashtag democrats https://t co/aa61gyhmgo,"<extra_id_20> I don't think it's true that African Americans are the hardest hit by illegal immigration, but it's not true that they're African Americans. They're not African Americans, they're not racists, they've got nothing to do with it. It's just that they don't know how to deal with it.",2,2,0,1,255
243,@user i just read the guy that broke into many homes including chef jaime oliver was let go but dont call a refugee a rapefugee or the soros sponsored police of the uk will not let you go,"<extra_id_20> I don't know how you can call a refugee a rapefugee. I'm not a terrorist, I'm just a criminal.",2,2,0,1,497
244,"street interview whit italians ""send all migrants back to where they came from they block streets to pray "" - free speech time - https://t co/d5dqr8pg3r @user","<extra_id_20> I don't think it's a good idea to send all migrants back to where they came from, but it's not a bad idea to do that. I think you're right. I'm not a racist, I'm just a snob.",2,2,0,1,93
245,""" """"germany: doctor stabbed to death in his own surgery by somali """"""asylum seeker"""""" migrant his 10-year-old daughter forced to watch hashtag buildthatwall hashtag buildthewall hashtag immigrationreform hashtag immigration hashtag germany""""""","<extra_id_20> I don't think so. I'm not a migrant, I'm just an asylum seeker. I've been stabbed to death in my own surgery by a somali migrant. It's not a crime, it's just a crime. I think it's a crime to be stabbed in your own surgery.",2,2,0,1,887
246,@user just deport all these illegal aliens and their kids back to their 3rd world nations a merican citizens taxpayers are tired of being robbed by the 3rd world nation paying for these illegal aliens and their kids hashtag maga hashtag buildthewall hashtag nodaca hashtag noamne,<extra_id_20> I don't think that's the point of deporting all these illegal aliens and their kids back to their 3rd world nations. It's just that they don't want to be robbed by the 3rd World nation paying for these illegal immigrants and their kids,1,1,0,2,13
247,another illegal immigrant assaults young girl - florida hashtag illegalimmigration hashtag stopthemadness,"<extra_id_20> I don't think that's true, but I think it's not true. It's just not true. I'm not sure if it's true or not, but it's definitely not true.",3,2,0,1,891
248,for all the people holding up signs regarding illegal immigrants hand them each a bill to pay the cost of how much these people take from the american taxpayer and i bet they would take down their signs and go home,"<extra_id_20> I don't think that immigrants are stealing from the American taxpayer, but they are. I think that's why they are taking so much money from the taxpayer. I think they are stealing money from the american taxpayer. I'm not sure if that's true, but it's not true.",1,2,0,1,136
